Fnu_ref,Fnu_filt
2.1543495655059814,1.5333469675370157
2.194230439961569,1.610579077297311
2.1702830392536647,1.508304184454428
2.262886866511151,1.5122844160175257
2.1504171598088746,1.4368136064733823
2.2636812259955095,1.8697348777324585
2.420337203426622,1.6794950145313012
3.0148542878740643,1.650306917420163
2.3553689763669112,1.5114278563423629
2.0158653963665634,1.5241982212010645
1.7669134624120497,1.4412425233718855
1.6207265888225177,1.3959865050012832
1.4573572548920688,1.4260185087387927
2.321071026673287,2.137678864501425
2.349386154647615,2.0755419835582694
2.4177559281564758,1.8380775949088097
2.5156262265664697,1.742793845296935
2.3703495783067146,1.596287119928396
2.0124661917093425,1.537031173628522
1.846865112815029,1.4854537765400833
1.6313467825895187,1.430194965694446
1.5521275911622605,1.458798108660053
1.4413261198809328,1.4980836696184812
1.4384443885212739,1.4737036296378547
1.6007070854126377,1.531606031520309
1.5683826067693019,1.5272299015483053
2.337819462080182,2.290488991037912
2.349772497483065,2.209887714846536
2.3715586079363495,1.9640787406050917
2.3657062462936613,1.8330760126880545
2.2996304098923823,1.6849880363327983
2.0365978306057864,1.5427105554860092
1.9212259038222048,1.5215199319780983
1.8147654413695011,1.4590832804416558
1.746072773664408,1.496441772862457
1.6014976736596411,1.5237336182465597
1.5110734951848497,1.5441002740333898
1.5665524437308684,1.5861200610074135
1.604322331404378,1.6195594103262057
1.6291400320129206,1.5837888494585137
1.6088165225583433,1.535043988570529
1.5257441921940744,1.459761175585912
1.4769189472210233,1.424848767928824
2.4540878229788787,2.293621906582102
2.4486071771623323,2.2668949013120923
2.3898088142446507,2.063010139314482
2.3694791379492486,1.9260581772548429
2.3241419246378845,1.814887836912547
2.067786372793024,1.7189567514220474
2.00619922004544,1.61220232482778
1.9206202817825986,1.5811399585007233
1.8583539142801377,1.5730562595351254
1.722326285377512,1.6013151744803618
1.6227362632909497,1.6327392245552075
1.6314367309810396,1.6480260166841458
1.627777109387464,1.6460912343934293
1.6703438144650733,1.602108719525057
1.6987447028383431,1.5766652554665677
1.559944718786927,1.5064208924053994
1.5020599455349104,1.4613630432244094
1.5122241913200198,1.4227980247376746
1.481767338501387,1.4037362902606842
1.476290047320006,1.3741490186370389
2.5411434588075004,2.2711606285894477
2.451742977780149,2.1774521470177666
2.3860399733303486,2.0362346344674607
2.3222136523836925,1.9688481211392073
2.2947157364136195,1.9035723290596056
2.1871630635731556,1.8218323478451446
2.0637845653892812,1.7028703704155925
2.004757586681851,1.690433931509089
1.9450065760766826,1.6233718331510043
1.8401153129556127,1.6763877305072905
